Role,IsReturnGoods,Level,TextId,Text,AddRage,Option1,Option1ShowText,Option1Jump,Option1Mood,Option1Money,Option2,Option2ShowText,Option2Jump,Option2Mood,Option2Money,Option3,Option3ShowText,Option3Jump,Option3Mood,Option3Money,Option4,Option4ShowText,Option4Jump,Option4Mood,Option4Money,NoOptionJump,NoOptionMood,NoOptionMoney
4,FALSE,3,4031,朋友……您说笑了……他就是我啊……我把他给您了……我就再也没法保护王国了……实在抱歉……这是赔给您的金币，我先走了……,,,,,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5001,诶，小伙子，咳咳……我是东边村里的，我听隔壁说你们这东西，卖的挺全，我就拉我的车过来了，你给我介绍介绍呗，这都有啥啊，咳咳……,,介绍特制草料：大叔，您可以看一下，这些是我们卖的很好的一批草料，都是用毛球草研磨的，您看看要不要装一批回去呀？,,5002,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5002,啊……咳咳……这个草料，看着也就一般般啊，他和我家的有啥区别啊？我家的草料我家小马吃的也不错呢……,,这草料便宜，量又足，同样的价钱，您家里吃两天，我这种能吃一周呢,,5003,,,这草料味道独特，颜色鲜艳，营养价值也不是一般草料能比的呢 ,,,,,,,,,,,,,,,,,
5,FALSE,3,5003,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,,我们这个是一袋20金币，如果您多买的话，可以给您便宜点,,5004,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5004,哦哦……这样啊……可是我不确定我门口那个小车能不能装的下啊……那你说说价格吧,,5袋100金币,,5005,,,20袋300金币,,5006,,,50袋700金币,,5007,,,,,,,,,,
5,FALSE,3,5005,咳咳……行，那先给我装车上吧，感觉现在重量还可以，咳咳……你这还有没有别的好东西啊……我再看看,,大叔，这个是我们这特制的栅栏，不仅美观，而且完全，能够很完美的保护您的农场,,5008,,,大叔，这个是我们这特制的镰刀，很锋利也很高效，对您的耕地工作有很大帮助呢,,5009,,,大叔，这个是我们这特制的犁具，用秘银制成，您回去只需要挂在您的小马身上就好啦，谁用谁知道,,5010,,,,,,,,,,
5,FALSE,3,5006,咳咳……行，那先给我装车上吧，诶，稍微有点重……咳咳……你这还有没有别的好东西啊……我再看看,,大叔，这个是我们这特制的栅栏，不仅美观，而且完全，能够很完美的保护您的农场,,5014,,,大叔，这个是我们这特制的镰刀，很锋利也很高效，对您的耕地工作有很大帮助呢,,5015,,,大叔，这个是我们这特制的犁具，用秘银制成，您回去只需要挂在您的小马身上就好啦，谁用谁知道,,5016,,,,,,,,,,
5,FALSE,3,5007,咳咳……行，那先给我装车上吧，诶，稍微有点重……咳咳……你这还有没有别的好东西啊……我再看看,,大叔，这个是我们这特制的栅栏，不仅美观，而且完全，能够很完美的保护您的农场,,5020,,,大叔，这个是我们这特制的镰刀，很锋利也很高效，对您的耕地工作有很大帮助呢,,5021,,,大叔，这个是我们这特制的犁具，用秘银制成，您回去只需要挂在您的小马身上就好啦，谁用谁知道,,5022,,,,,,,,,,
5,FALSE,3,5008,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,,400金币,,5011,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5009,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,,200金币,,5012,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5010,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,,700金币,,5013,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5011,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,500,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5012,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,300,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5013,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,800,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5014,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,,400金币,,5017,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5015,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,,200金币,,5018,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5016,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,,700金币,,5019,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5017,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,700,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5018,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,500,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5019,哎哟……不错不错，我的车刚好装满了，真的是多一点东西都不行了呢，那我先走了，谢谢你啊，小伙子，咳咳……,,,,,1000,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5020,啊……这个也不错……也不错……这个多少钱啊……咳咳,,400金币,,5023,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5021,啊……这个也不错……也不错……这个多少钱啊……咳咳,,200金币,,5024,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5022,啊……这个也不错……也不错……这个多少钱啊……咳咳,,700金币,,5025,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5023,哎哟……不错不错……诶，等等，我的车好像装不下这个了呀，咳咳……小伙子对不起啦，这个我下次再来买吧……,,,,,700,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5024,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,900,,,,,,,,,,,,,,,,,,,
5,FALSE,3,5025,哎哟……不错不错……诶，等等，我的车好像装不下这个了呀，咳咳……小伙子对不起啦，这个我下次再来买吧……,,,,,700,,,,,,,,,,,,,,,,,,,
6,FALSE,3,6001,你好，请问……这里有卖药的吗……哎……或者说医生之类的……,,您好啊，药是有的，但是不知道您想要哪种,,6002,,,您看起来气色不太好……请问，您这边是遇到了什么情况呢？不妨跟我讲讲？,,6010,,,抱歉，我们这里没有什么药，建议您去东部小镇那边找找医生吧,,6011,,,,,,,,,,
6,FALSE,3,6002,哎……有药吗？！！你就把所有的都给我拿出来……我看看吧……,,一共大概就是这几种，您看看需要哪些，都是由我们这珍贵材料制成的呢,,6003,,,呃，朋友，建议您先给我讲讲您的情况，我再卖给你药，好吗？,,6010,,,,,,,,,,,,,,,
6,FALSE,3,6003,哎……这个……灵魂之心胶囊，治疗心脏疑难杂症……这个真的能有用吗！感觉应该可以……给我包装一下吧,,好的，给您包装好了，对了，我们这还有一个秘制膏药，您要不要再看看呢？,,6004,,,好的，给您包装完毕了，希望能治好您的病，慢走啦,,,500,,朋友，这个药暂时不能卖给你，之前有人预定了……实在抱歉啊,,6007,,,,,,,,,,
6,FALSE,3,6004,哎……这个是……毛球草软膏……治疗四肢无力……我就是这个症状呀！感觉应该也行……那这个我也要了……,,好的！两个药都给您包好了，但是您不看看这个吗？这个可是我们这独有的，很多人吃了都解决了失眠的问题呢！,,6005,,,好的，给您包装完毕了，希望能治好您的病，慢走啦,,,900,,,,,,,,,,,,,,
6,FALSE,3,6005,哎……这又是……冰草含片……治疗失眠，促进睡眠，这…………,,,,,,,,,,,,,,,,,,,,,,,,
6,FALSE,3,6006,哎……确实……我这几天天天都在失眠……这个我也要了，太好了……谢谢你！！希望我回去吃完可以变好！,,好的，给您包装完毕了，希望能治好您的病，慢走啦,,,1200,,,,,,,,,,,,,,,,,,,
6,FALSE,3,6007,哎……预定了吗…………可是……那样我的病就好不了了……我难道要死了吗……,,好吧，朋友那我破格把这个卖给你吧！后面遇到问题我自己处理就好，真的希望你可以快点好起来,,6009,,,抱歉……真的没法卖给您……您去别处看看吧,,6008,,,,,,,,,,,,,,,
6,FALSE,3,6008,（对方受到刺激后，抢了胶囊就直接跑远了，你尝试去追，但后面顾客已经等不及了，你只好放弃）,,,,,-200,,,,,,,,,,,,,,,,,,,
6,FALSE,3,6009,哎……真的吗！那太好啦！,,好的，给您包装完毕了，希望能治好您的病，慢走啦,,,500,,,,,,,,,,,,,,,,,,,
6,FALSE,3,6010,哎………就是觉得自己得了一种怪病，最近变的乏力疲倦……感觉路都走不动了，我听朋友说你这边有好东西，就赶过来了……,,这样的呀，我这边确实是有一些药，但都是治疗一些常见病的，不知道能不能帮到你,,6003,,,朋友，您的病我没有遇到过，我也不敢轻易给你卖药，不如你去东部小镇去找医生看看，怎么样？,,6011,,,,,,,,,,,,,,,
6,FALSE,3,6011,哎……连这里，也不行吗……哎……好吧……我已经走了半个大陆了……东边小镇的医生，真的有用吗……,,,,,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,7001,哎呀~终于到了~这就是那个小店？乔治，去看看里面什么情况~,,哇，这不是伯爵大人吗，您怎么来了，快请坐！您想喝点什么？,,7002,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,7002,哎呀~不必了不必了，不用这么客气~况且这次我来呢~也不是想买什么东西~就是想告诉你一件事~,,,,7003,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,7003,具体的事情呢~就是有人之前给我们写了封举报信，说你的小店有出售违禁的物品~来你说说吧，这是什么情况呀~,,伯爵大人，我店里真的不可能有什么违禁品的，我可以请您搜一遍，如果有的话，我可以为这个事情负责！,,7004,,,是举报的人有问题,伯爵大人，我店里怎么可能会有那些东西呢，我都是卖一些日常必需品呀，肯定是那个人造假了！,7011,,,,,,,,,,,,,,,
7,FALSE,3,7004,哎哟哟~小伙子~不承认是吧？那乔治你去搜搜他们这~看看有没有什么可疑的东西~有的话我看他还能说什么~,,任凭搜查,,7005,,,制止,伯爵大人，我觉得不必了，是我自己没记清楚，嘿嘿，您看看怎么处理好吧,7010,,,,,,,,,,,,,,,
7,FALSE,3,7005,（经过几分钟的搜查，伯爵发现了你店里的灵魂香草以及黑色的锅铲和一些黑色物质）,,,,,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,7006,哎呀呀！！这是什么~你来说说~小伙子还想骗我哦~而且违禁品是次要的~这些黑色物质你难道不知道是什么！还不主动汇报给我？！！,,一定是有人陷害我！,,7007,,,把灵魂香草送给他，请求原谅,伯爵大人，刚才确实是我的错，然后这些黑色物质，我确实不知道是什么呀，您看看能不能原谅小弟一次，这些香草全部送给您，嘿嘿,7008,,,给他一些钱，试图请求原谅,伯爵大人，刚才确实是我的错，这些金币，是我的一点心意，您看能不能放过小弟一马，嘿嘿,7009,,,,,,,,,,
7,FALSE,3,7007,好啊~还不承认是吧~那这个罚款单送给你哦~顺便提醒下~如果你一周内还不管不顾的话~你的小店就别想要了~,,,,,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,7008,好啊你小子~（闻了闻灵魂香草）嗯~行吧~在下也不是非得找你麻烦~但你私藏这些黑色物质的行为，还是要罚的哦~,,,,,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,7009,好啊你小弟~你觉得我缺你这点钱吗~还敢贿赂我！这个罚款单送你~外加了贿赂行为的罚款哦~顺便提醒下~一周之内还不管的话~你的小店就别想要了哦~,,,,,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,7010,嗯~还算你小子懂事~看在这个份上就少罚你点吧~这个罚款单送给你哦~顺便提醒下~如果你一周内还不管不顾的话~你的小店就别想要了~,,,,,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,7011,哎呀呀~造假？怎么可能呢~你看看~这是举报者给我寄过来的小票凭证~这不是写着“售出灵魂香草10株“，你说说这怎么假了~,,这个小票本来就是伪造的！,,7012,,,我的店里不可能存在这种东西！,,7004,,,确实是真的，我愿意接受惩罚,7010,,,,,,,,,,,
7,FALSE,3,7012,哎呀呀~你看看上面打印的东西呀~你不会眼神不好吧？~去哪伪造呀~怎么~是你老实交代~还是我去搜搜看啊~,,任凭搜查,,7005,,,制止,伯爵大人，我觉得不必了，是我自己没记清楚，嘿嘿，您看看怎么处理好吧,7010,,,,,,,,,,,,,,,
8,FALSE,3,8001,先生您好，今天有您的一封信，我先给您放门口邮箱啦,,好的邮递先生，谢谢！,拿来看看,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8002,亲爱的XXX先生，您好！哎……不知道您还记不记得我了……,,这信……是之前的酒吧老板写来的？,,,,,这信……是之前那个生病的女孩写来的？,,,,,这信……是之前的冰法师写来的？,,,,,这信……是之前的农夫写来的？,,,,,,,
8,FALSE,3,8003,,,继续读读看,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8004,哎……其实给您写信也没什么想说的………我就是想告诉您……我之前得的病……,,,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8005,在吃完您给我的药之后……还是没什么变化……哎……这也许就是命吧……本来我想今天去你店里的……可是我已经走不动了……,,,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8006,老实说也不是走不动……好像是身边的人……已经没有人可以看的到我了……我不知道究竟发生了什么……可能我真的不会好起来了吧……,,,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8007,哎……还是不要那么悲观了！我就是想写封信，谢谢你对我的帮助！你给我的药，我没用上的，我给我的朋友用了！特别好用！哎……不过对我……果然还是不行呢……,,,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8008,最后，祝您的店生意兴隆！哎……希望我们还可以再见面,,这……她看起来貌似情况不太好……我应该怎么办？,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8009,,,喂！先生，您等等，我有一个请求，能不能帮我寄一封信，我写快点！,趁邮递马车还在，给她回一封信,,,,把信收起来，继续工作,,,,,,,,,,,,,,,,,
8,FALSE,3,8010,（远处传来邮递先生的叫喊声）先生，没有需要我做的了吧？没有我可就出发了！,,给她回一封信,,,,,当做无事发生,,,,,,,,,,,,,,,,,
8,FALSE,3,8011,（马车远远离开，信件被永远保存了起来，你也不知道那个女孩过的究竟怎么样……）,,,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8012,,,喂！先生，您等等，我有一个请求，能不能帮我寄一封信，我写快点！,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8013,行吧行吧，给你2分钟，你快点写啊，我这马着急啦都,,拿起笔,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8014,亲爱的女孩：朋友你好，我看过你寄过来的信了，我很开心能再次和你联系上！看完你的信之后……,,我觉得你现在过的很开心！真替你高兴！,,8015,,,我发现你现在情况不太好……病情也很严重……,,8015,,,我很担心你……很想去你的小镇看看你,,8015,,,,,,,,,,
8,FALSE,3,8015,我想起来那一天下午，你匆匆的赶过来，说……,,自己得了一种怪病，最近变的乏力疲倦，感觉路都走不动了,,8016,,,自己想去找个医生看看，但不知道附近哪里有医院,,8016,,,自己被坏人刺伤，想到我这买一些外用药,,8016,,,,,,,,,,
8,FALSE,3,8016,看到你脸色特别苍白，像是几天都没有睡好觉了，我真的特别担心你的身体，想让你赶紧好起来！可是看来我当时的药，并没有起到作用……抱歉……,,,,8017,,,,,8017,,,,,8017,,,,,,,,,,
8,FALSE,3,8017,不过多亏了你的来信！我店里最近来了一批异域的旅人，我从他们那换来了一些异域的药材！对你肯定有用！我打算给你把这个……,,灵魂之心胶囊,,8019,-500,,毛球草软膏,,8020,-300,,星辉花,,8021,-800,,,,,,,,,
8,FALSE,3,8018,给你寄过去！一周应该就会到，相信我，这个一定有用！最后也没什么了，希望你保持良好的状态！保持和我联系，你一定能很快就好起来的！,,,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8019,（邮递先生取走了信件，你支付了邮递费并且把灵魂之心胶囊也寄了过去，你不确定这些有没有用，但还是希望她真的可以好起来吧……）,,,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8020,（邮递先生取走了信件，你支付了邮递费并且把毛球草软膏也寄了过去，你不确定这些有没有用，但还是希望她真的可以好起来吧……）,,,,,,,,,,,,,,,,,,,,,,,,
8,FALSE,3,8021,（邮递先生取走了信件，你支付了邮递费并且把星辉花也寄了过去，你不确定这些有没有用，但还是希望她真的可以好起来吧……）,,,,,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9001,………………,,先生，请问您需要什么？,,9002,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9002,哼，你这个是个小店是吧？（这个先生看起来怪怪的，怎么说呢，似乎有一点暗？）,,是的呀，抱歉……请问您需要什么呢？,,9003,,,为什么这么问？,是的呀，是我的小店，但请问您为什么这么问呢？,9021,,,,,,,,,,,,,,,
9,FALSE,3,9003,哼，你觉得我想知道什么？,,黑色物质,,9004,,,店里有什么好东西,,9017,,,关于法师的事情,,9020,,,,,,,,,,
9,FALSE,3,9004,哼，还算你小子明白，那我直接问你，你最近有没有见到过带黑色物质的东西？,,有见过，现在就在我的店里,,9005,,,抱歉，没有见过,,9016,,,,,,,,,,,,,,,
9,FALSE,3,9005,嗯？是些什么东西，拿出来给我看看？,,拿出黑色锅铲和黑色宝石,,9006,,,找个借口不出示,,9015,,,,,,,,,,,,,,,
9,FALSE,3,9006,果然啊……连这么小的宝石，都可以沾染吗……,,这些东西是干什么用的？,,9007,,,宝石有什么特殊的？,,9013,,,,,,,,,,,,,,,
9,FALSE,3,9007,哼，首先，感谢你信任我，我叫埃辛，是东部国王的王子，我最近在调查黑色物质的事情,,,,9008,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9008,我说直接一点，这些黑色物质，是异界的入侵者投放到我们世界里的，一旦这些物质遍布大陆一定数量，我们的世界就危险了,,那我们现在怎么办,,9009,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9009,哼，其实我也不知道该怎么办，我现在唯一知道的，就是入侵者在完成这个条件后，要亲自举行一个【仪式】，但具体，我还需要继续调查,,我相信你！我可以帮助你！,,9010,,,原来如此……,,9011,,,,,,,,,,,,,,,
9,FALSE,3,9010,哼，你小子还不傻，再次谢谢你信任我，其实我也不用你做什么，我唯一要告诉你的话就是：【相信你相信的人】,,,,9012,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9011,哼，朋友，不管怎样还是要谢谢你给我展示这些东西，时间紧迫，我继续去调查了，我这里唯一要告诉你的话就是：【相信你相信的人】,,,,9012,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9012,【相信你相信的人】，这个神秘王子又是谁呢？他会不会就是入侵者？算了，先暂时不管他吧……,,,,,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9013,我这么跟你说吧，这么黑色物质，是异界入侵者投放到我们世界的，一旦这些物质遍布大陆一定数量，我们的世界就危险了,,,,9014,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9014,我之所以说宝石，是因为，再小，再纯净的东西，都会被他沾染,,那我们现在怎么办,,9009,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9015,好吧好吧，既然这样，我就去别处了，最后奉劝你一句，不要轻易相信任何人，或者说，可疑的人,,,,,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9016,哼，没见过是吧，好吧，我不知道你是不是在骗我，但我想告诉你的是，你最好把实话告诉我，这关系到很大的事情,,抱歉，刚才太警惕了，这些东西就在我的店里,,9005,,,抱歉先生，我真的没有见到过,,9015,,,,,,,,,,,,,,,
9,FALSE,3,9017,哼，果然是个傻子啊，你觉得我需要你店里的破烂？,,关于法师的事情,,9018,,,黑色物质,,9019,,,,,,,,,,,,,,,
9,FALSE,3,9018,好吧好吧，你既然想要敷衍我，那我觉得我们也没什么可以聊得了，最后奉劝你一句，不要轻易相信任何人，或者说，可疑的人,,,,,,,,,,,,,,,,,,,,,,,,
9,FALSE,3,9019,哼，还算你小子明白，那我直接问你，你最近有没有见到过带黑色物质的东西？,,有见过，现在就在我的店里,,9005,,,抱歉，没有见过,,9016,,,,,,,,,,,,,,,
9,FALSE,3,9020,哼，果然是个傻子啊，我知道那些蠢货的事情干嘛？,,店里有什么好东西,,9018,,,黑色物质,,9019,,,,,,,,,,,,,,,
9,FALSE,3,9021,哼，我跟你直说吧，你的店里，有没有最近看到过一些带颜色的东西，或者说是，沾染,,您说的是黑色物质？,,9019,,,抱歉，没有见到,,9016,,,,,,,,,,,,,,,
10,FALSE,3,10001,先生你好，请问您有时间吗，我们能聊两句吗？,,有人有人，来啦（这个客人看起来怪怪的，感觉像是一位旅客）先生请问，您有什么事情？,,10002,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10002,啊……其实我也没什么事情，就是想看看你这里的货，您能否带我转转？,,去地下仓库聊聊,,10003,,,去门口院子逛逛,,10003,,,,,,,,,,,,,,,
10,FALSE,3,10003,先生，谢谢你明白我的意思，我长话短说，我叫泰姆斯，我想跟您说一件事情，您可能不会相信，但我必须告诉您：【我来自未来】,,你是怎么做到的？,,10004,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10004,怎么做到的……这就说来话长了，简短的说，我是一名旅客，那天我和朋友们去北域的海上航行，挂起来暴风雨，我们的船翻了，我晕了过去，当我觉得我要死了的时候，一个传送门出现在我面前……,,然后你走了进去？,,10005,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10005,是的，当时的我饥饿无比又疲惫，我别无选择，但我进去之后，我看到的，确实噩梦一般的景象……,,你看到了什么？,,10006,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10006,我看到的是一个过程，具体说的话，是这个大陆未来几个月的变化，而我就像一个旁观视角一样，却不能做什么，东部王国覆灭，王子死亡，国王出兵……以及一片乌泱泱的…………黑色,,你怎么证明你说的是真的？,,10007,,,为什么我必须要知道这些？,这……先生，我恐怕不太能接受，而且，我也不明白，为什么您一定要和我说？,10010,,,,,,,,,,,,,,,
10,FALSE,3,10007,诶……我理解朋友，我之前跟谁说这些，他们都觉得我疯了，但我知道，我看到的是真的……恐怖的景象,,,,10008,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10008,如果您不信的话，我可以告诉您在下周二的午时，东部王国的城堡围墙将会布满黑色，随后国王会出兵侦查，但我并不想等到那时候了！我现在务必要跟你说明情况！,,为什么我必须要知道这些？,这……先生，我恐怕不太能接受，而且，我也不明白，为什么您一定要和我说？,10009,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10009,因为……我知道您这里有【黑色物质】,,你是怎么知道的？,,10011,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10010,因为……我知道您这里有【黑色物质】,,你是怎么知道的？,,10014,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10011,自从我第一次进入那个传送门后，我发现这个旁观视角可以一遍遍的执行，就像时间倒流一样，于是我看到了大陆上发生的一切，包括您这里……,,所以，现在该怎么办？,,10012,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10012,我观察到……未来会有一些可疑的人来你这里索要一些信息或者物品，大多数是皇室的人，其中可能存在黑色物质的掌控者，我不确定，但我希望您帮我做的事情就是【相信你相信的人】,,朋友，我还是不太相信……这一切是真的,,10013,,,我尽我所能,,10013,,,,,,,,,,,,,,,
10,FALSE,3,10013,朋友，希望你认真听我的话，你的一举一动，是可以改变这个世界的！我下一步准备去皇宫里，虽然他们可能不会待见我，我还会再来的，朋友,,,,,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10014,自从我第一次进入那个传送门后，我发现这个旁观视角可以一遍遍的执行，就像时间倒流一样，于是我看到了大陆上发生的一切，包括您这里……,,你怎么证明你说的是真的？,,10015,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10015,诶……我理解朋友，我之前跟谁说这些，他们都觉得我疯了，但我知道，我看到的是真的……恐怖的景象,,,,10016,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,10016,如果您不信的话，我可以告诉您在下周二的午时，东部王国的城堡围墙将会布满黑色，随后国王会出兵侦查，但我并不想等到那时候了！我现在务必要跟你说明情况！,,所以，现在该怎么办？,,10012,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,11001,嘿！朋友，有喝的吗，渴死我了，先给我来一大杯，特色的！,,准备薄荷啤酒,,11002,,,准备【夏日凉风】,,11004,,300,准备橙汁,,11017,,,,,,,,,,
11,FALSE,3,11002,嗯，口感还可以啊，清爽！兄弟有没有时间，陪我聊聊天？,,当然可以，朋友这是从哪过来的呀，看着不像是本地人呀,,11003,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,11003,诶！说什么呢，一看你这小店就没开多久吧！看没看见这把剑，我是皇宫里的骑兵团团长，这不是前几年王子让我去北边海域，清理那些妖怪！要不然你肯定认识我！,,原来是这样啊，怪我怪我，团长这次回城之后，有什么打算啊！,,11005,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,11004,哇！这口感，相当不错啊，哈哈哈，来！钱拿着，陪哥们聊聊天,,哈哈哈，谢谢朋友，朋友这是从哪过来的呀，看着不像是本地人呀,,11003,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,11005,（咽了一口酒，抹了抹嘴）诶！你要说打算，我还真有，我一共两个打算，而且都需要你的帮助，哈哈哈,,我的帮助？,,11006,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,11006,对，第一个是我这不是好不容易回来了吗，想给我未婚妻带点礼物，我听说你这不错啊，你有没有推荐的？我未婚妻啊，身体不太好，最好来点实用的,,钻石项链,,11007,,,舒适吊床,,11008,,,毛球草枕头,,11009,,500,,,,,,,,
11,FALSE,3,11007,你这个项链是不错，但是也不实用呀！而且看着有点贵，算了算了，看来你这也没啥好东西，我还是跟你说说第二件事吧,,抱歉啊朋友……那您请说？,,11010,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,11008,朋友，你看我门口那匹马，你觉得我能带回去吗？不得把我的马累死啊！算了算了，看来你这也没啥好东西，我还是跟你说说第二件事吧,,抱歉啊朋友……那您请说？,,11010,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,11009,哇！你这小店确实有点东西啊，我买了买了！哈哈哈，钱拿着，我还有第二件事跟你说说,,没问题，您请说？,,11010,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,11010,这第二件事……我想问问你，最近你这里有没有见过一些东西？一些黑色的东西？,,是的，我确实见过,,11011,,,抱歉……这个我真的没有见过,,11015,,,,,,,,,,,,,,,
